Order,area,price,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,X1stFlrSF,X2ndFlrSF
1273,935,137000,5,6,1965,560,935,0
1274,1357,177000,6,7,1959,719,1357,0
1275,1250,139000,5,6,1910,0,661,589
1276,1920,137000,5,5,1948,220,928,992
1277,1395,162000,6,6,1972,593,735,660
1278,1724,197900,6,5,1967,528,1724,0
1279,2031,237000,8,5,2002,804,1128,903
1280,1128,68400,4,4,1920,0,698,430
1281,1573,227000,7,5,2002,788,1573,0
1282,1339,180000,7,5,1990,1053,1339,0
1283,1040,150500,5,7,1977,532,1040,0
1284,1824,139000,6,5,1971,0,912,912
1285,2447,169000,6,7,1919,0,1699,748
1286,1412,132500,6,6,1939,0,825,587
1287,1328,143000,6,5,1963,569,1328,0
1288,1582,190000,5,5,1964,812,1582,0
1289,1659,278000,8,5,2000,1158,1659,0
1290,1970,281000,8,5,2006,0,1120,850
1291,1152,180500,5,7,1964,1014,1152,0
1292,1302,119500,5,7,1972,231,630,672
1293,2372,107500,5,4,1892,0,1378,994
1294,1664,162900,7,5,1976,194,832,832
1295,864,115000,5,7,1955,167,864,0
1296,1052,138500,5,5,1968,1016,1052,0
1297,1128,155000,5,6,1963,776,1128,0
1298,1072,140000,6,5,2005,547,1072,0
1299,5642,160000,10,5,2008,5644,4692,950
1300,1246,154000,5,7,1959,340,1246,0
1301,1983,225000,7,5,1999,694,1005,978
1302,1494,177500,6,7,1942,547,753,741
1303,2526,290000,8,5,1994,740,1203,1323
1304,1616,232000,7,5,2005,0,1616,0
1305,1708,130000,7,5,2004,0,976,732
1306,1652,325000,9,5,2006,1572,1652,0
1307,1368,202500,7,5,2005,0,1368,0
1308,990,138000,5,5,1994,746,990,0
1309,1122,147000,5,7,1948,144,1122,0
1310,1294,179200,6,5,1991,1200,1294,0
1311,1902,335000,7,8,1959,1406,1902,0
1312,1274,203000,7,5,2005,925,1274,0
1313,2810,302000,8,5,1990,482,1453,1357
1314,2599,333168,9,5,1999,0,1422,1177
1315,948,119000,4,6,1954,732,948,0
1316,2112,206900,6,5,1969,500,1092,1020
1317,1630,295493,8,5,2008,0,1630,0
1318,1352,208900,7,5,2006,0,1352,0
1319,1787,275000,8,5,2001,0,1787,0
1320,948,111000,4,5,1954,492,948,0
1321,1478,156500,6,3,1957,189,1478,0
1322,720,72500,3,6,1949,0,720,0
1323,1923,190000,7,5,1992,674,1061,862
1324,708,82500,4,7,1940,280,708,0
1325,1795,147000,8,5,2006,0,1795,0
1326,796,55000,4,4,1922,0,796,0
1327,774,79000,3,6,1931,544,774,0
1328,816,130500,5,9,1982,641,816,0
1329,2792,256000,6,7,1920,493,1584,1208
1330,1632,176500,7,5,1998,0,955,677
1331,1588,227000,8,5,2006,0,1588,0
1332,954,132500,5,5,1976,483,954,0
1333,816,100000,4,6,1938,690,816,0
1334,1360,125500,5,6,1938,0,803,557
1335,1365,125000,5,6,1970,765,765,600
1336,1334,167900,6,5,1977,686,1334,0
1337,1656,135000,5,5,1973,0,1656,0
1338,693,52500,4,4,1941,0,693,0
1339,1861,200000,7,5,2002,700,920,941
1340,864,128500,5,7,1972,360,864,0
1341,872,123000,4,5,1971,0,872,0
1342,1114,155000,6,5,2003,814,1114,0
1343,2169,228500,8,5,2002,0,1284,885
1344,1913,177000,6,6,1928,0,1172,741
1345,1456,155835,7,5,2006,0,728,728
1346,960,108500,4,4,1920,250,960,0
1347,2156,262500,7,7,1968,297,2156,0
1348,1776,283463,8,5,2006,80,1776,0
1349,1494,215000,7,5,1998,1443,1494,0
1350,2358,122000,8,5,1872,259,938,1215
1351,2634,200000,5,5,1969,500,1338,1296
1352,1716,171000,6,6,1962,319,858,858
1353,1176,134900,6,9,1937,0,786,390
1354,3238,410000,8,5,1995,816,2053,1185
1355,1865,235000,7,5,2000,735,992,873
1356,1920,170000,7,6,1968,0,1222,698
1357,892,110000,5,5,1966,340,892,0
1358,1078,149900,5,6,1971,734,1078,0
1359,1573,177500,6,5,2000,378,769,804
1360,1980,315000,9,5,2004,1447,1980,0
1361,2601,189000,5,6,1921,0,990,1611
1362,1530,260000,7,5,2005,1274,1530,0
1363,1738,104900,4,4,1920,0,1281,457
1364,1412,156932,6,5,2006,0,616,796
1365,1200,144152,7,5,2005,0,520,600
1366,1674,216000,7,5,2000,533,814,860
1367,1790,193000,7,5,1999,633,882,908
1368,1475,127000,5,6,1977,548,925,550
1369,848,144000,6,5,2003,685,848,0
1370,1668,232000,8,5,2003,370,1668,0
1371,1374,105000,4,6,1920,315,840,534
1372,1661,165500,6,6,1955,831,1661,0
1373,2097,274300,7,6,1998,975,1108,989
1374,2633,466500,10,5,2001,1282,2633,0
1375,1958,250000,7,5,2005,0,1026,932
1376,1571,239000,8,5,2007,0,1571,0
1377,790,91000,6,5,1930,384,790,0
1378,1604,117000,5,5,1941,408,984,620
1379,987,83000,6,5,1973,309,483,504
1380,1394,167500,5,5,2006,0,754,640
1381,864,58500,3,3,1914,203,864,0
1382,2117,237500,6,7,1970,865,2117,0
1383,1762,157000,7,7,1920,0,998,764
1384,1416,112000,5,7,1918,0,1416,0
1385,1258,105000,6,5,1939,204,698,560
1386,1154,125500,4,8,1922,735,796,358
1387,2784,250000,7,5,1978,790,1392,1392
1388,2526,136000,6,7,1916,168,1664,862
1389,1746,377500,9,5,2006,1320,1746,0
1390,1218,131000,6,6,1941,375,869,349
1391,1525,235000,7,5,2000,1400,1525,0
1392,1584,124000,5,5,1967,0,1584,0
1393,900,123000,5,5,1967,769,900,0
1394,1912,163000,6,7,1905,0,1221,691
1395,1500,246578,7,5,2006,1070,1500,0
1396,2482,281213,8,5,2005,0,1133,1349
1397,1687,160000,5,5,1948,353,1687,0
1398,1513,137500,5,8,1920,0,939,574
1399,1904,138000,5,4,1950,180,1136,768
1400,1608,137450,6,6,1925,264,1160,448
1401,1158,120000,6,7,1929,0,950,208
1402,1593,193000,6,5,2004,759,864,729
1403,1294,193879,7,5,2006,0,1294,0
1404,1464,282922,8,5,2007,929,1464,0
1405,1214,105000,3,4,1915,0,694,520
1406,1646,275000,8,5,2004,1373,1646,0
1407,768,133000,5,7,1972,656,768,0
1408,833,112000,5,5,1985,625,833,0
1409,1363,125500,4,7,1910,0,741,622
1410,2093,215000,7,6,1986,0,1236,857
1411,1840,230000,7,5,2001,666,944,896
1412,1668,140000,6,8,1950,120,1112,556
1413,1040,90000,4,5,1949,0,1040,0
1414,1844,257000,8,5,2005,976,1844,0
1415,1848,207000,6,7,1923,0,1053,795
1416,1569,175900,7,5,2007,988,1569,0
1417,2290,122500,4,6,1885,0,1246,1044
1418,2450,340000,8,5,1998,781,1310,1140
1419,1144,124000,5,5,1963,25,1144,0
1420,1844,223000,6,5,1969,1110,1844,0
1421,1416,179900,6,6,1968,404,708,708
1422,1069,127500,6,5,1977,360,1069,0
1423,848,136500,6,5,2003,686,848,0
1424,2201,274970,6,7,1966,0,1575,626
1425,1344,144000,5,5,1958,457,1344,0
1426,1252,142000,6,6,1959,0,1252,0
1427,2127,271000,7,5,1994,1000,1223,904
1428,1558,140000,5,6,1945,580,1048,510
1429,804,119000,5,7,1940,510,804,0
1430,1440,182900,6,7,1981,678,1440,0
1431,1838,192140,5,5,2005,0,734,1104
1432,958,143750,6,6,1976,958,958,0
1433,968,64500,4,6,1927,0,968,0
1434,1792,186500,6,5,2000,0,962,830
1435,1126,160000,5,5,1977,936,1126,0
1436,1537,174000,6,9,1962,0,1537,0
1437,864,120500,4,6,1971,616,864,0
1438,1932,394617,8,5,2008,1336,1932,0
1439,1236,149700,6,7,1957,600,1236,0
1440,1725,197000,7,6,1979,315,1040,685
1441,2555,191000,6,7,1922,0,1423,748
1442,848,149300,6,5,2004,697,848,0
1443,2007,310000,10,5,2008,765,1026,981
1444,952,121000,6,6,1916,0,952,0
1445,1422,179600,7,5,2004,0,1422,0
1446,913,129000,6,5,1966,187,913,0
1447,1188,157900,5,7,1962,593,1188,0
1448,2090,240000,8,5,1995,1079,1220,870
1449,1346,112000,4,7,1910,0,796,550
1450,630,92000,5,7,1970,553,630,0
1451,1792,136000,5,5,1974,0,896,896
1452,1578,287090,8,5,2008,0,1578,0
1453,1072,145000,5,5,2005,547,1072,0
1454,1140,84500,5,5,2006,0,1140,0
1455,1221,185000,7,5,2004,410,1221,0
1456,1647,175000,6,5,1999,0,953,694
1457,2073,210000,6,6,1978,790,2073,0
1458,2340,266500,7,9,1941,275,1188,1152
1459,1078,142125,5,6,1950,49,1078,0
1460,1256,147500,5,6,1965,830,1256,0
